,baseMean,log2FoldChange,lfcSE,pvalue,padj
SPDYE6,46.17851226,0.065421131,0.209080807,0.615579445,0.799674495
ZNF141,477.9248336,0.053832316,0.121727392,0.615772588,0.799674495
CAV2,20.90702373,0.059343957,0.229271292,0.615792819,0.799674495
ACTR1B,2071.847982,-0.03170996,0.065389833,0.615805431,0.799674495
CAMK2G,854.8470328,-0.038904315,0.081444206,0.615819591,0.799674495
HS1BP3,1366.03788,0.040521415,0.085403205,0.615839451,0.799674495
DNM1,989.57256,0.060833111,0.145287796,0.615917024,0.799706409
LRRC18,19.31329343,0.056820969,0.234184242,0.616082297,0.799852178
MYBPC3,24.12238423,-0.059045935,0.228624442,0.616320097,0.799997592
NAT1,169.3554132,-0.056697731,0.13107124,0.616378746,0.799997592
CD14,32040.67174,-0.042028527,0.088405342,0.616402422,0.799997592
ZFP69B,72.58122101,-0.065833509,0.176093518,0.616406362,0.799997592
CDKL5,212.5473057,0.062207839,0.152207542,0.61657908,0.80011663
C16orf96,19.69953397,-0.060899216,0.222254777,0.616604128,0.80011663
IPO11,415.9865478,0.050562042,0.111484228,0.616741915,0.800226611
DNAAF11,41.74177239,0.06633817,0.198528861,0.616910553,0.800376601
PPP2CA,4208.914678,-0.035045227,0.07347394,0.617275934,0.800781795
PTPRVP,9.058048616,-0.049109889,0.243643426,0.617384286,0.80085351
THAP7,494.6426216,0.045718214,0.098691708,0.617532027,0.800976302
H4C5,6.995475237,-0.043996835,0.248056002,0.61789739,0.801381316
NRBP1,3992.976916,0.036177867,0.075716017,0.618313647,0.801719725
ABCA7,1658.115397,-0.058004971,0.13751899,0.618325911,0.801719725
FER1L5,16.81614637,0.058752988,0.229839409,0.618474446,0.801719725
PAXX,411.6884435,-0.047201497,0.103516786,0.618478307,0.801719725
APOC4,7.970321013,0.044542184,0.247906963,0.618494577,0.801719725
CUBN,64.1514584,-0.058705249,0.227948222,0.61853573,0.801719725
NDUFS4,691.2658536,0.053117574,0.11975012,0.618548798,0.801719725
TMEM30A,8125.978654,0.035040753,0.074275792,0.61858335,0.801719725
ATF6,2490.061818,-0.035652447,0.072091118,0.618851198,0.801938606
SAXO2,80.1726424,-0.064283613,0.166865676,0.61885852,0.801938606
PTOV1,1745.012007,0.041010963,0.087464782,0.618959082,0.802000047
ZNF621,931.2840512,0.040311033,0.085321204,0.619064795,0.802068152
MTRF1L,707.0422451,0.042805905,0.091511399,0.619243936,0.802181137
LARP7,1602.398275,-0.039505422,0.084765993,0.619258321,0.802181137
BCR,470.0809295,-0.04973567,0.111041719,0.619337418,0.802214733
CEP41,247.3364998,-0.058793847,0.141107425,0.619530817,0.802368696
TBC1D3L,508.1717481,0.055871772,0.129268515,0.619562627,0.802368696
NXT2,272.4186911,-0.052019005,0.117668559,0.619734431,0.802522318
SNRPGP14,13.63908454,0.05058025,0.242088098,0.619825807,0.802526286
DR1,2080.910834,0.038207103,0.08076683,0.61986493,0.802526286
MSRB2,383.7434781,-0.04872182,0.108259072,0.619900254,0.802526286
ZNF10,115.9130827,-0.06199548,0.156245259,0.619990323,0.802526286
CEACAM8,14.81967487,-0.057434484,0.231017099,0.620007762,0.802526286
KLK11,10.86002378,-0.05269224,0.238742681,0.620056592,0.802526286
CD274,347.6428683,0.057967014,0.136245208,0.620163863,0.802529602
ATP6AP1L,31.10227849,-0.062775713,0.215776325,0.620181083,0.802529602
ARL17B,470.0193225,-0.058424797,0.140473788,0.620218702,0.802529602
GNB1L,165.9958112,-0.055531757,0.129261698,0.620423991,0.802726402
CS,4327.387995,-0.028779215,0.060131218,0.62053786,0.80274772
ZNF12,725.8595552,0.044277109,0.096619959,0.620546862,0.80274772
SF1,6223.584471,-0.034085811,0.071821447,0.620681193,0.802852667
MED7,258.4773663,0.049979253,0.111564686,0.620971595,0.803159456
ERBIN,2352.063929,0.041019622,0.08756403,0.621034974,0.803172588
CACHD1,12.85454759,-0.048348641,0.243178332,0.621129676,0.803226224
DNTTIP2,1326.463566,0.035722362,0.075276566,0.621346692,0.803371746
NEK10,30.83406584,-0.059270732,0.22467909,0.621348684,0.803371746
TYW1B,33.273624,0.064730079,0.205851836,0.621419839,0.803394908
CORO7,4090.079086,-0.042526244,0.095249142,0.621498677,0.803428
ADPRS,1550.97651,0.0396716,0.084952958,0.621587074,0.803473441
TRIM32,341.378788,0.055273423,0.128660723,0.621843691,0.803736299
ICE2,728.9485697,0.053799259,0.123591982,0.621926995,0.803775125
CAMTA2,2773.076871,-0.049314191,0.111126317,0.622033653,0.80380325
TIAM2,73.09558188,-0.064646636,0.179050575,0.622089806,0.80380325
PCGF6,325.6319927,-0.050750726,0.115128509,0.622128547,0.80380325
BSG,15110.51389,0.041165526,0.088805853,0.622161826,0.80380325
ACVR1,854.8609183,-0.040511148,0.087589435,0.622297799,0.803848064
RIMBP3C,16.64904397,-0.040361247,0.250268169,0.622326839,0.803848064
MEI1,235.0571372,-0.053753797,0.127920808,0.622356325,0.803848064
CREB3L4,120.4667416,-0.060168896,0.14904376,0.622680353,0.80415158
RNGTT,401.7487877,-0.046612506,0.10350763,0.622697894,0.80415158
SLC16A6P1,10.50713215,0.050048683,0.242141704,0.62290249,0.80434696
DNAAF5,1098.862543,-0.045361647,0.100106684,0.622988106,0.804388681
IQSEC3,14.46065666,-0.045907561,0.243883222,0.623123717,0.804494943
SLC7A5P1,17.84172158,0.057653374,0.229861838,0.623369025,0.8047428
GOLGA8N,308.1050063,0.064196912,0.172474096,0.623670157,0.805062675
TRAF3IP1,521.5234988,0.052516475,0.119438239,0.623756007,0.805104623
KLHL25,88.29304883,0.063923787,0.170357215,0.623847977,0.805154463
ORC6,603.4486687,0.037654078,0.080709919,0.624290621,0.805545745
SHISAL2A,68.7946452,-0.06429918,0.189911135,0.624298761,0.805545745
SLX4,701.4795007,-0.036997981,0.079573626,0.624315402,0.805545745
UBL4A,1214.612175,0.037231258,0.081360805,0.624364681,0.805545745
RBPMS2,17.42813138,0.056656282,0.232081609,0.624425536,0.805555385
SIGLEC18P,54.16558063,-0.064520324,0.183851997,0.624658527,0.805672233
RPL26L1,422.222042,-0.047907744,0.107832135,0.624670483,0.805672233
DNAH11,37.71588797,0.063178493,0.211494994,0.624676284,0.805672233
NPIPA1,1771.082422,0.038267638,0.08364254,0.625019817,0.80604641
CPSF4,843.3526702,0.037269548,0.079592701,0.625150822,0.806146462
ZNF559,158.0150984,-0.061006836,0.155996958,0.625465452,0.806483267
NDUFV2P1,113.6959028,-0.06171372,0.15981058,0.625525464,0.806491734
SCAF4,1380.615114,-0.036269968,0.078397631,0.625868814,0.806731998
STON2,421.9258988,-0.044012667,0.097552447,0.625906898,0.806731998
MICOS13,1171.023174,-0.04696129,0.105792326,0.625910498,0.806731998
TEN1-CDK3,266.786543,0.056044865,0.133395592,0.625931969,0.806731998
ZNF461,149.4566127,0.06253833,0.164262162,0.625979123,0.806731998
ZNF229,75.79116738,0.062912492,0.210437112,0.626128678,0.806855829
RGS4,15.79454987,-0.041432843,0.248733427,0.626223162,0.806908677
NXNL2,24.26673324,0.061677813,0.217265323,0.626330703,0.806958362
COL4A5,8.941320974,0.04497131,0.246478245,0.626368674,0.806958362
NLGN3,180.9480283,-0.058348594,0.143278786,0.62644495,0.806984244
APBA1,143.8612781,-0.061020079,0.163067705,0.626497778,0.806984244
SMARCD2,2149.479698,-0.034887614,0.075120929,0.626549199,0.806984244
ARL5B,556.9560144,0.049122718,0.111156223,0.626625894,0.806986226
RANBP10,988.1714248,-0.043274694,0.09616492,0.626661875,0.806986226
TBC1D3K,290.0536758,-0.054390222,0.129251789,0.626735079,0.806986226
DCST1,15.41403444,-0.051953104,0.236459126,0.626820906,0.806986226
TMEM253,8.110348213,0.043500468,0.247463841,0.626823154,0.806986226
CXCR4,1660.306616,0.039575569,0.086132687,0.62693379,0.806986226
ITGAD,32.69947,-0.062856042,0.207695879,0.626997376,0.806986226
UBA52,13415.66558,0.034922587,0.070553855,0.627055121,0.806986226
NFATC2IP,1740.649856,-0.035828891,0.078538415,0.627095582,0.806986226
HOXB8,10.47933828,0.040085089,0.249953126,0.62711318,0.806986226
GPR39,25.33477463,-0.060057967,0.220605584,0.627138997,0.806986226
UPF3B,944.4778703,0.043441735,0.095191991,0.627225872,0.807029196
ARL14EP,483.9898621,-0.05570666,0.133702813,0.627312845,0.807072285
FAM13B,1600.63736,0.042936879,0.09398895,0.627429052,0.807121114
THG1L,402.6820552,0.046670965,0.104741734,0.627457773,0.807121114
PGM2L1,557.9079974,-0.038556765,0.084125971,0.627568516,0.807194758
CASP4,1894.011375,0.030535361,0.064770647,0.627654268,0.807236249
EXTL3,1216.270847,-0.041750591,0.092957267,0.627714171,0.807244489
THUMPD2,230.0990405,-0.057038366,0.139311378,0.627785216,0.807267056
KATNA1,392.2179765,-0.042582949,0.094504992,0.6278603,0.807294814
CD27,121.5087341,-0.061834761,0.161451502,0.627927367,0.807297425
TMEM217,98.10589635,-0.060473412,0.154573215,0.627969329,0.807297425
API5,2573.123385,-0.033714333,0.07317673,0.628290892,0.80764201
APH1A,5987.937895,-0.026636882,0.057046975,0.628377625,0.807684204
PPP1R14C,51.6566883,0.064395896,0.189402194,0.628430764,0.807684204
CROCCP2,183.0932368,0.053860004,0.12754694,0.628519334,0.807725531
PPP1R12B,369.0033525,0.063042662,0.170734989,0.628569974,0.807725531
MRM2,1119.546716,-0.031986142,0.069073114,0.628766233,0.807908928
POLL,870.615879,-0.046187147,0.105319853,0.628907522,0.807953044
C8orf88,7.667945351,-0.040134019,0.250034446,0.628907651,0.807953044
GPR45,12.9535047,0.052369922,0.237928075,0.629008624,0.80795393
ZNF410,841.4758223,0.038107418,0.083055285,0.629053274,0.80795393
RP9,243.3523675,-0.048463169,0.11128202,0.629068968,0.80795393
FFAR1,6.639632683,-0.041857099,0.248574849,0.629272874,0.808027267
NFAT5,1938.979276,-0.047782506,0.108835618,0.629300561,0.808027267
BCL7C,783.6896957,-0.038539325,0.08467453,0.629305752,0.808027267
PIP5K1A,1373.899149,-0.042125766,0.094068901,0.629340256,0.808027267
CHST6,23.24997143,0.060072438,0.220385433,0.629435575,0.80803172
SPNS2,33.79346024,-0.062753516,0.205069216,0.629450819,0.80803172
HERPUD2,1387.756816,0.032471283,0.069514519,0.62953573,0.808071978
CHMP2A,1672.201551,-0.031564662,0.067843123,0.629611421,0.808100394
FLYWCH1,1176.55355,-0.044493438,0.10130258,0.629715361,0.808165062
FERMT1,63.17961656,0.06349152,0.198894643,0.630192006,0.808708
SCN4B,7.44542545,-0.039584309,0.249498955,0.630305225,0.808784511
STAG3L4,46.17818603,-0.063462653,0.189206339,0.630537002,0.808936319
EEF1A1P11,10.38525262,-0.045929479,0.244544322,0.630689531,0.808936319
NUDT15,252.883302,0.048574939,0.111617888,0.630689798,0.808936319
DENND2A,13.67456092,0.05012175,0.240096228,0.630689859,0.808936319
LAT,265.4863106,-0.058984133,0.150046221,0.630718078,0.808936319
ZRANB2,1832.597588,-0.043595552,0.100924463,0.630745178,0.808936319
BTG1,7209.792315,-0.039267665,0.089965812,0.630946811,0.809018658
EDF1,4058.218439,0.038937158,0.070077775,0.630981883,0.809018658
CPNE2,1701.517706,0.043022531,0.095315212,0.630994619,0.809018658
PYROXD2,30.1420287,-0.061256066,0.218717886,0.631045426,0.809018658
SMU1,1282.359964,-0.030503997,0.065832376,0.631104523,0.809018658
SPMIP4,245.2733183,-0.059449673,0.150630477,0.631172862,0.809018658
NT5DC3,88.04469446,0.062958528,0.201573674,0.631249249,0.809018658
HGS,3645.420439,0.051972469,0.120433635,0.631300998,0.809018658
GLT8D1,769.6797045,-0.035614327,0.078212258,0.631325411,0.809018658
DLGAP2,24.38045394,-0.054970232,0.230899798,0.631414596,0.809018658
EIF2S3,6287.139466,0.03633818,0.079418132,0.631476071,0.809018658
TSGA10,68.97310212,-0.062849277,0.177819384,0.631479662,0.809018658
TXLNA,2540.959101,0.027814458,0.058224082,0.631506347,0.809018658
CDC23,861.7251579,-0.037895457,0.084024719,0.631617518,0.809059091
TAF1C,1869.442624,-0.05098137,0.122101042,0.631645139,0.809059091
EEF1AKMT2,307.5528252,-0.049062589,0.114016728,0.631909975,0.809212736
S1PR3,24.83211732,0.06034417,0.217652028,0.632003659,0.809212736
KDM5A,2343.278048,-0.045106227,0.104922797,0.63201982,0.809212736
TIMM21,525.2387889,-0.047141684,0.108630513,0.632023448,0.809212736
FNDC4,9.908004447,0.044913498,0.245605748,0.632081493,0.809212736
DLGAP3,40.31893275,-0.063152125,0.19431212,0.632086846,0.809212736
SIVA1,716.1188209,-0.041394322,0.092779782,0.632190557,0.809237232
CHST5,15.53150135,0.052829567,0.236161602,0.632213236,0.809237232
ACTR10,1617.816997,0.040104447,0.089014389,0.63237574,0.809376583
HES4,41.62809941,0.063400984,0.198857962,0.632509781,0.809421589
SKP2,464.9419899,-0.041573727,0.093309191,0.632550601,0.809421589
OLFM1,6.741486753,-0.036581172,0.251535586,0.632571823,0.809421589
OR7E38P,85.61441778,0.062176771,0.169702834,0.632862787,0.809725238
SPI1,24959.37455,-0.045205157,0.103625905,0.633096473,0.809955556
MPPED2,10.26321135,-0.038921102,0.249100949,0.633185023,0.810000169
NMNAT3,401.1903457,-0.045847107,0.107402677,0.633264362,0.810032994
ZNF277,537.9944925,-0.049024158,0.115660628,0.633402686,0.810079148
GAPVD1,2365.910449,0.034573268,0.075446521,0.633455756,0.810079148
INSM1,45.38030253,-0.062941948,0.193527919,0.633461494,0.810079148
VAMP7,1204.54137,0.035283402,0.081693586,0.633688878,0.810277726
NDUFA4L2,48.38660692,-0.062728301,0.195962309,0.63372417,0.810277726
MAST3,1682.640811,-0.04484362,0.097980124,0.633898892,0.810432456
CETN3,173.2151348,-0.052165098,0.125205292,0.634069239,0.81051975
MYPN,10.51126926,-0.04993856,0.239105656,0.634074595,0.81051975
TRO,13.61607485,-0.045090869,0.243890475,0.63428351,0.810718123
ETV6,2165.350793,-0.04004461,0.089099651,0.634496678,0.8109219
MAZ,7334.581779,0.029799629,0.064586728,0.634707878,0.811044981
MBP,3004.213122,-0.041095549,0.095952262,0.634784185,0.811044981
IFI35,1886.35791,-0.045830817,0.104406047,0.634816442,0.811044981
YTHDF1,1914.92356,0.028835362,0.06241835,0.634832134,0.811044981
NLGN2,65.05623716,0.062643128,0.199821546,0.634861717,0.811044981
TBCK,539.8820768,-0.046332374,0.10737531,0.634951634,0.811091184
PRTFDC1,51.82001388,-0.062495003,0.191876171,0.635127072,0.811235502
LYSMD2,617.1933518,-0.040630647,0.093458334,0.635217979,0.811235502
MRGPRX3,7.922893025,0.041640377,0.248164449,0.63523797,0.811235502
FASN,3065.553225,0.041767842,0.117772041,0.63527965,0.811235502
COL9A3,7.751801787,-0.043466685,0.246121886,0.635463955,0.811344807
MTX1,2731.016597,-0.034982568,0.077061259,0.635472782,0.811344807
ZNF547,74.42697856,0.062566226,0.180096457,0.635558664,0.811360106
RPL23P2,9.074131313,0.044660932,0.245576867,0.6355923,0.811360106
CEL,9.939234214,-0.044995011,0.244633593,0.635677901,0.811400738
RANBP6,555.3762247,-0.050720748,0.121970504,0.63586699,0.81149793
NAPB,420.1376091,0.046750984,0.10835929,0.635913282,0.81149793
RIOX2,626.9782776,0.03992391,0.089741733,0.635915376,0.81149793
SEMA3D,26.62585677,0.056965623,0.225909908,0.636018125,0.811514423
RASEF,33.2202573,-0.061929934,0.211291858,0.636045214,0.811514423
CBLL1,729.9703234,0.047310642,0.110341462,0.636118656,0.811514423
NONO,9426.983305,-0.027789084,0.060353162,0.636151652,0.811514423
PSKH1,1256.000315,-0.040537054,0.092304809,0.636197192,0.811514423
DBR1,876.8584935,-0.032917106,0.073057204,0.636360912,0.811617864
SEC22C,1312.733174,-0.034068087,0.075724482,0.636385856,0.811617864
WDR31,81.1876776,-0.061727103,0.171763111,0.636467151,0.81162341
LRRC51,81.49684912,-0.061883705,0.179414967,0.636497775,0.81162341
DHX40,888.5322852,0.042367755,0.096468374,0.636569983,0.811646898
UBAP2,1265.018345,-0.036704348,0.082404528,0.636692963,0.811735115
CD53,15690.47027,-0.028459118,0.061224245,0.636843541,0.811796935
ZNF275,244.9792697,-0.050567215,0.121300469,0.636849047,0.811796935
PROSER1,1214.334368,-0.040888285,0.093358744,0.636968558,0.811880695
CFAP251,80.58368807,-0.061383264,0.169579635,0.637321411,0.812261832
GPT,97.4030555,0.062313753,0.182402065,0.637521359,0.812448045
MMACHC,154.0768709,0.060771028,0.166509769,0.637844464,0.812730221
IQCC,88.57161656,0.061048703,0.168003828,0.637863609,0.812730221
DHPS,1250.799726,0.037529622,0.084127309,0.637929359,0.812730221
UGDH,608.7211691,0.045259042,0.104769298,0.637958215,0.812730221
DOK4,45.76190803,-0.0619215,0.194954411,0.638049897,0.812778401
FBXL6,707.0750221,-0.047671498,0.112660607,0.638148288,0.81283512
B3GALT2,12.31227187,-0.05123421,0.236119206,0.638206307,0.81284041
MOCOS,88.61772478,0.061479888,0.17335851,0.638328098,0.812926914
BCS1L,501.2296679,-0.039651617,0.090236876,0.638743464,0.813387247
SNX4,1353.809236,-0.046441166,0.109508262,0.63911153,0.813683764
C2orf15,21.18110374,0.058093514,0.22128497,0.639114663,0.813683764
PPM1N,116.6080516,0.05849136,0.153434984,0.639138081,0.813683764
PCDHAC1,9.715612954,0.04764125,0.241578329,0.639616313,0.814152453
CAVIN3,14.73338912,0.055038668,0.229277118,0.639630332,0.814152453
GNAT2,22.70192245,-0.055964705,0.225358575,0.63966809,0.814152453
CECR2,151.2738872,0.058958596,0.157452851,0.639881414,0.814355278
ANKRD37,50.45548612,-0.061572976,0.182438244,0.640048015,0.814484863
BBS7,181.5699464,0.053807662,0.133628893,0.640091185,0.814484863
RPGRIP1,16.54018065,-0.053220146,0.231348777,0.640452465,0.814785767
LMOD3,21.14217587,-0.058158834,0.218657433,0.640455134,0.814785767
PATJ,18.94311223,-0.04895111,0.238168658,0.640489647,0.814785767
PSMD6,1632.676499,-0.032109821,0.071654525,0.640607298,0.814866739
STX17,735.1576358,0.053990587,0.134204194,0.640680976,0.81487073
ZNF256,90.5262666,0.06010367,0.16486412,0.640786035,0.81487073
HMGXB4,766.7299072,0.038544644,0.087370823,0.640817679,0.81487073
PIK3CB,936.2723003,-0.04976928,0.121017027,0.640826438,0.81487073
YWHAZ,14947.45099,0.035254763,0.075768163,0.640923109,0.814924984
LRMDA,254.4884825,0.056864849,0.149808998,0.641236624,0.815129972
AIRE,9.452143717,-0.045078807,0.243552758,0.641238657,0.815129972
WFS1,1855.346156,-0.044577968,0.106672408,0.641246382,0.815129972
PTMAP11,8.164162244,-0.044968252,0.243740247,0.641396329,0.815251904
VAMP3,2457.934443,-0.027963066,0.062365657,0.641723207,0.815500689
DLST,3382.641075,-0.025446566,0.05610388,0.641801782,0.815500689
OR14L1,11.16420109,0.049109064,0.239130475,0.641804642,0.815500689
POLR3C,1199.267562,-0.038265738,0.087563149,0.64180823,0.815500689
SLC34A2,9.364607956,-0.041872891,0.246514132,0.641883218,0.815516212
ZNF431,803.0599082,-0.057093481,0.149812968,0.641928534,0.815516212
SLC9B1,19.41099611,0.054315578,0.229728461,0.642153715,0.81573361
MACROH2A1,13770.01283,0.027203168,0.060096309,0.642289797,0.815750645
SLC38A9,1262.759359,-0.033520102,0.075722016,0.642313267,0.815750645
TUBGCP5,568.4738884,-0.048858745,0.118527189,0.642329302,0.815750645
NDUFV2,1845.940295,0.043881527,0.099421956,0.642475071,0.815846741
GMPPA,1132.505957,0.040754552,0.093921376,0.642595766,0.815846741
RUSC2,866.6868706,0.036437073,0.082248658,0.642601419,0.815846741
NOMO3,4315.558481,-0.041582623,0.096366787,0.64268562,0.815846741
POLR2C,1241.994411,0.031602244,0.07062433,0.642715763,0.815846741
PRXL2C,530.8335858,-0.039124743,0.090121272,0.642729361,0.815846741
ADCK5,392.3895216,0.04834821,0.116479867,0.642818335,0.815882683
ATXN7L3,3133.758194,0.029783278,0.066072776,0.642878012,0.815882683
ARPC4-TTLL3,82.4486417,-0.061104253,0.186299746,0.64291988,0.815882683
PHLDB1,1171.635207,-0.038226622,0.087982083,0.643129195,0.81607968
CFAP54,52.7126125,0.061585474,0.193067645,0.643209418,0.816105353
GPRC5B,184.3854682,0.058300218,0.15683985,0.643257592,0.816105353
POLD4,3167.541642,0.042761953,0.099838454,0.643499368,0.816343461
ADAL,226.5201233,0.052509427,0.130858088,0.643568655,0.816362728
CPSF3,1112.486883,0.04190024,0.096189237,0.64366779,0.816419849
RHNO1,648.3290338,0.043848365,0.102603893,0.643782363,0.816496542
ADAM19,59.77732618,0.06107022,0.199362409,0.643920538,0.816581768
KANK1,372.9391725,-0.044774365,0.106445938,0.643957789,0.816581768
TRAPPC6B,843.4079896,-0.046599476,0.112166579,0.644092235,0.816669727
ZNF48,283.8076615,-0.050272362,0.123945115,0.644135393,0.816669727
DCAF1,1093.809931,0.035300791,0.080199715,0.6442214,0.816696646
C1QTNF5,9.884496723,0.042870511,0.24573491,0.644264869,0.816696646
ERVMER34-1,35.51930873,0.060395642,0.204428065,0.644520532,0.816835426
MILR1,1321.282958,0.040040481,0.091817878,0.644569743,0.816835426
PKM,60671.17568,0.042168476,0.100511639,0.644584299,0.816835426
SPON1,14.33586706,-0.045152243,0.242824093,0.644604851,0.816835426
CCDC6,1594.206683,0.038960006,0.091117294,0.644736231,0.816835426
ZNF142,973.815825,0.043847283,0.102465591,0.644767093,0.816835426
DONSON,269.7319626,0.049369289,0.120578228,0.64483449,0.816835426
PLAG1,504.0792535,-0.049681897,0.122279855,0.644856233,0.816835426
COL19A1,15.04220563,0.049294765,0.238123236,0.644902485,0.816835426
KLF5,26.90825891,-0.056905938,0.217401769,0.644915657,0.816835426
FGF7,33.12469251,-0.051900178,0.229278922,0.644973155,0.81683969
C4orf19,15.74567345,-0.052362321,0.231553811,0.6451225,0.816893198
ATP5ME,1349.142607,-0.034557844,0.079233289,0.645123674,0.816893198
ZNF570,160.7945988,-0.058665648,0.163792063,0.645179646,0.816895524
TP53I3,1399.349484,0.034463619,0.078023577,0.645348727,0.817009334
LZTR1,1955.720245,0.038279332,0.087187809,0.645377817,0.817009334
NDUFB2,1777.464821,0.030793,0.069079488,0.645548778,0.817157207
PRIM2,193.9567255,-0.051265686,0.128356255,0.645862536,0.817458725
BZW1,3852.093512,0.039896977,0.091082482,0.64589532,0.817458725
NEU1,4637.181953,0.032262949,0.072775182,0.645993096,0.817513906
RFPL1,96.52738882,-0.056783269,0.151690776,0.646154327,0.817596228
CCDC191,135.4224909,0.054848977,0.141745772,0.646166509,0.817596228
CD160,16.65786561,0.052118842,0.232565351,0.646224738,0.81760135
OR7D2,17.65434252,-0.052781928,0.23073039,0.646390768,0.817680585
ATE1,1044.758801,0.037498815,0.086636661,0.646395739,0.817680585
RNF11,1640.461844,0.037047491,0.085495124,0.646632961,0.817912103
FBXL13,24.57314557,-0.057226732,0.216784485,0.646787695,0.817976042
KANSL1,1543.762376,-0.040326743,0.094789511,0.646791924,0.817976042
GUCY1A2,63.50586092,0.059755416,0.206163895,0.646851866,0.817983295
ECD,742.101523,0.037739108,0.087149692,0.64709674,0.818201007
METTL16,929.0382552,-0.041890646,0.099562592,0.647151142,0.818201007
ZNF616,432.4122304,0.045341617,0.108897496,0.647186694,0.818201007
ZNF99,12.95526279,0.047564188,0.239632277,0.647272051,0.818201046
ERCC2,814.7495773,-0.048288402,0.119105144,0.647295168,0.818201046
CDC6,164.1728409,0.057459559,0.155578416,0.64741205,0.818215015
RASSF1,1708.534189,0.02724753,0.06101236,0.647414664,0.818215015
FAT3,14.70498981,-0.036797272,0.248882906,0.647470183,0.818216654
F8A2,347.8144509,0.052114662,0.132158836,0.64760456,0.818249419
F8A3,347.8144509,0.052114662,0.132158836,0.64760456,0.818249419
ZC3H8,323.234453,0.052119086,0.131313145,0.647993786,0.818634739
LRRC37A15P,15.83724915,0.050443895,0.235313111,0.648018022,0.818634739
KLHDC9,9.957165378,0.045418299,0.242359131,0.648447091,0.818908809
SLC22A18,874.1875031,-0.046846102,0.115602103,0.64845365,0.818908809
DOHH,567.894839,0.040265853,0.09427657,0.64848431,0.818908809
CPLANE2,108.8859821,-0.056241007,0.151438249,0.648524612,0.818908809
SNW1,1628.609923,0.033676071,0.077144923,0.648543722,0.818908809
RTF2,2136.272628,0.032574284,0.074428129,0.648596464,0.818908809
DEFB105A,11.10614616,-0.048123857,0.238082469,0.64861485,0.818908809
APC2,128.2447965,-0.05725664,0.158833668,0.648798168,0.819071728
CYP20A1,827.7893292,-0.044212695,0.106860709,0.649005558,0.819265005
SLC7A6OS,856.9986152,-0.038576372,0.090918518,0.649149225,0.819377817
CDHR3,11.99038909,-0.045666109,0.241093308,0.649294701,0.819422167
KCNRG,23.74693463,0.057610413,0.21620672,0.649338883,0.819422167
SLC15A3,21053.01559,-0.037290046,0.085229107,0.649347268,0.819422167
SAT2,1032.707149,0.029260051,0.087003617,0.649572854,0.819638295
CCDC66,314.5278476,-0.054813958,0.146125637,0.649701726,0.819732361
OBSCN,121.5274864,0.059960108,0.181152658,0.649971738,0.820004474
UCN,21.8840198,-0.055547809,0.221217194,0.650295988,0.820344964
ZNF815P,92.50130434,-0.057448122,0.159375835,0.650471559,0.820491771
ZDHHC24,1085.78723,-0.049003468,0.122725936,0.65052111,0.820491771
IL18,512.6644626,0.05022136,0.125114944,0.650678156,0.820559288
TMEM87A,1428.933348,-0.034844951,0.081593437,0.650705874,0.820559288
NHSL1,513.1898203,-0.042970271,0.103714488,0.650737773,0.820559288
RSBN1,575.0221707,-0.043107608,0.104330166,0.650906271,0.820703178
ZNF19,73.68076644,0.059848224,0.1956155,0.650999838,0.820752574
FAM186A,28.80676942,-0.057154352,0.213237401,0.65110331,0.820814448
LRRC7,58.13828382,0.059191243,0.203603994,0.651306955,0.820824694
TMC8,1519.970499,0.044935288,0.114681787,0.651315447,0.820824694
MARK2P8,17.07124858,0.052467953,0.230391131,0.651362832,0.820824694
CLN8,3355.145383,0.02773514,0.062483511,0.651424135,0.820824694
FBXO25,605.9565296,0.042016417,0.100471917,0.6514269,0.820824694
SPATA18,270.913748,-0.053881311,0.14326967,0.651437809,0.820824694
PHF23,2260.856387,-0.033420702,0.07804451,0.651724802,0.821117747
FECH,2297.870457,0.030732145,0.070307191,0.651792947,0.821135045
PALMD,15.02711759,0.047928279,0.237821279,0.651934594,0.82124493
DSN1,367.3705388,-0.041746733,0.100594644,0.652034926,0.821302757
NOTCH3,61.13297285,0.055946895,0.219989029,0.652124108,0.821346531
LCORL,717.0505071,0.052780356,0.136332964,0.65221638,0.821394189
C5,231.5398348,0.053528301,0.141038359,0.652378927,0.821465467
PRDX3,4825.986388,0.031793373,0.073486898,0.652401518,0.821465467
RNF169,760.0915037,0.044653799,0.110278402,0.652436291,0.821465467
ZGPAT,1234.391903,0.036726714,0.086187261,0.652504969,0.821483396
MAPK11,64.76286096,0.058474091,0.174612709,0.652926441,0.821935113
KRT18P5,10.38269141,0.048283457,0.237538957,0.652973309,0.821935113
NRG4,13.75550218,0.031810681,0.25255929,0.653027175,0.821935113
RSPO4,99.933325,-0.057429688,0.161955496,0.653154255,0.821970291
METTL21EP,11.88160163,0.048119133,0.237579099,0.653164066,0.821970291
PABPC1,44484.92519,0.031063606,0.071499449,0.653299544,0.822045157
ZNF556,30.9384116,0.058798167,0.20497659,0.653352011,0.822045157
HTRA3,56.09140094,-0.059104939,0.186763594,0.653430595,0.822045157
TPK1,524.7761086,-0.043746326,0.107213644,0.653441462,0.822045157
IGF1R,301.6012794,0.052731213,0.139700833,0.65351225,0.822065677
MED22,1060.597883,0.040110779,0.095902485,0.65363471,0.822151186
