,baseMean,log2FoldChange,lfcSE,pvalue,padj
POTEF,39.0404425,0.011718956,0.097526487,0.72827213,0.870589918
MAP3K7CL,29.87878936,-0.009761266,0.099386768,0.728567112,NA
BANK1,15.04612012,0.006744783,0.101463247,0.728687237,NA
SEC14L6,21.75709967,-0.008711293,0.100202243,0.728786567,NA
DPYSL2,6536.919333,0.017286798,0.062612426,0.728863579,0.871203176
FXR1,2255.080877,0.016156919,0.055228488,0.728955402,0.871203176
YJEFN3,111.4437882,-0.016040157,0.088380027,0.728992206,0.871203176
STT3B,5130.221718,-0.014576681,0.048508236,0.729057707,0.871203176
SLC6A1,21.50125272,0.009136994,0.099965136,0.729245672,NA
ABCC11,9.402910374,-0.006466704,0.101578037,0.729353878,NA
PKD1P3,957.0087852,-0.016742512,0.086495537,0.729514037,0.871667006
SDHD,2579.947244,-0.016170872,0.056402409,0.729623999,0.871705567
ZNF99,9.964702828,-0.005795375,0.101857805,0.729663623,NA
UPK3B,37.86938977,-0.010678523,0.098544486,0.729682673,0.871705567
TNR,28.35345836,-0.009947772,0.099173764,0.729814102,NA
VAPB,1027.565809,-0.017449322,0.06469206,0.729822111,0.871790684
IGFBPL1,16.36842431,-0.008596983,0.100274334,0.72993412,NA
ADCY7,9163.165161,0.013856502,0.064362093,0.729964925,0.871879817
ZFP62,330.2309734,0.017822803,0.0785177,0.730165516,0.871947833
PCSK1N,51.03358821,-0.012415247,0.096372098,0.730205042,0.871947833
CDK8,659.8756993,-0.017394004,0.059944921,0.730226472,0.871947833
PPP1R7,1848.830034,0.016092258,0.05481842,0.730326179,0.871953437
ANKRD23,65.14872135,0.011857148,0.097263464,0.730367568,0.871953437
EIF3M,2358.318312,0.016815203,0.059737532,0.730719598,0.872292256
HTR3B,21.38776665,0.00875848,0.100182192,0.730734776,NA
CHADL,16.91546866,-0.007115317,0.101122688,0.730879419,NA
RAPSN,23.18474826,-0.009137712,0.099824349,0.731061281,NA
F5,13.87848386,0.00661545,0.101519782,0.731137821,NA
ZNF404,40.55827017,-0.010596298,0.098567299,0.731198283,0.872711555
DESI2,1078.852504,0.01616345,0.056435291,0.731207366,0.872711555
SPTBN5,322.3118388,-0.016177763,0.087754983,0.731434104,0.8727566
SLC15A2,97.13921445,-0.012341075,0.096293109,0.731440181,0.8727566
PRCP,2376.617501,0.017234115,0.063349119,0.7314499,0.8727566
LIN28A,14.38432566,0.007893794,0.100789146,0.731520937,NA
DIO1,20.03971018,-0.007761417,0.100781927,0.731637687,NA
RPL23P2,7.723880162,0.005638233,0.101953716,0.731828017,NA
LYVE1,10.73040084,0.005830385,0.101857472,0.731887604,NA
FDX2,455.7388792,-0.01756089,0.068936286,0.731898046,0.872840375
SUZ12P1,214.2415343,0.017317431,0.083686985,0.731912932,0.872840375
MRPL37,1747.231295,0.014065996,0.046060613,0.731970449,0.872840375
RPAP2,815.0571071,-0.015813762,0.087849141,0.732004629,0.872840375
METTL13,1449.382412,0.01591359,0.054240038,0.732004802,0.872840375
FBXL20,853.5373122,-0.01754301,0.079625148,0.732057921,0.872840375
OR2A20P,37.48209527,0.012041152,0.096883801,0.732147159,0.872840375
OR2A9P,37.48209527,0.012041152,0.096883801,0.732147159,0.872840375
ZNF668,410.450645,0.018693493,0.075709857,0.732158014,0.872840375
CKMT2,10.7485045,0.004923864,0.10220782,0.73217878,NA
C3orf38,837.5739917,0.016858689,0.060161732,0.732202817,0.872840375
GPR65,1577.824131,0.017821395,0.062944456,0.732455427,0.8730601
KEAP1,2310.670156,-0.013578525,0.044109123,0.732562696,0.873106559
ZFP42,8.519854343,-0.006283438,0.101593685,0.732752353,NA
EMILIN2,6739.808809,0.016285224,0.054920305,0.733125757,0.873623406
RWDD2A,344.9482124,-0.01765733,0.073767832,0.733133009,0.873623406
LAMC3,7.169691908,0.005503015,0.10199773,0.733382512,NA
ADAMTS9,5.9234701,0.004918811,0.102210526,0.733507687,NA
IMP3,1318.107468,-0.015697164,0.054188483,0.733893178,0.874350924
N6AMT1,122.7650381,-0.015171648,0.091427238,0.733896576,0.874350924
ALDH18A1,1109.29898,0.018829955,0.072046095,0.733948699,0.874350924
NPPA,9.9878801,-0.006600086,0.101430903,0.733959439,NA
ST6GAL2,12.5948842,0.007083814,0.101266913,0.734229451,NA
PCF11,1978.728601,0.024760091,0.062479908,0.734374877,0.874777118
SH3BP2,7339.309662,-0.017584,0.061897099,0.734474108,0.874797089
HSPA1L,61.49796554,0.013779451,0.093941519,0.734528491,0.874797089
SUPT3H,144.795923,-0.015366466,0.089789601,0.734830062,0.875074734
TENM3,14.20828463,0.004476181,0.102297498,0.735251399,NA
SCAMP1,1065.826912,-0.016870069,0.063230524,0.735291316,0.875542467
APOC1P1,15.73989925,-0.00812625,0.100453032,0.735688539,NA
RANBP3L,17.99473616,0.007681949,0.100789175,0.735914751,NA
ZNF787,1673.559168,-0.016208748,0.058512349,0.735916191,0.876204927
ARK2N,585.5819509,-0.017632778,0.062317126,0.736154328,0.876406843
LTB4R,693.3816718,0.017655165,0.074787292,0.73637734,0.876590716
SLC25A48,55.02652808,0.010679055,0.098147989,0.736660504,0.876756521
ZNF565,55.97634071,-0.013578251,0.093906676,0.736706171,0.876756521
ZNF284,113.0378867,-0.015978336,0.087669693,0.736722355,0.876756521
VWA5B1,9.014755545,-0.005716506,0.101809116,0.736766902,NA
GAS2,11.47735694,0.006128255,0.101647434,0.736976416,NA
ULK4,241.7190835,0.014621829,0.091595328,0.73708758,0.877109523
GTF2IP23,8.779016466,0.005823128,0.101818989,0.737190775,NA
SLC1A5,7663.73734,0.021931044,0.058464618,0.737215028,0.877179538
SRPK3,49.33317238,-0.010391065,0.098315112,0.737621064,0.877517607
CHRNB1,216.739069,0.017153212,0.0803497,0.737636427,0.877517607
TJAP1,950.1497359,-0.014733411,0.06152898,0.737796637,0.877571635
GPR183,728.299483,0.017389819,0.07667579,0.737819124,0.877571635
RHOA,16991.80671,0.017375858,0.051013482,0.737987431,0.877690168
ARHGAP20,418.2959771,-0.017262304,0.075848132,0.73834039,0.878028266
TUBGCP3,1409.941807,0.018083612,0.065066958,0.738504837,0.878042851
FGL2,599.377754,0.017168252,0.071156702,0.738600024,0.878042851
ZNF101,295.5884739,0.017365822,0.076301951,0.738607194,0.878042851
SNX16,152.1330021,0.015038274,0.090374017,0.738627365,0.878042851
C1orf43,5249.598714,0.01371869,0.04478464,0.73876825,0.878101198
BTNL8,22.17603174,0.0079005,0.100592735,0.738792868,NA
FYB1,5530.214931,-0.014759195,0.049969294,0.738813812,0.878101198
ASB4,24.89081279,-0.009069487,0.099639031,0.738860612,NA
RB1,3434.542647,-0.015424338,0.055029574,0.738889708,0.878109771
ZMYND19,569.3669063,0.017276449,0.071030241,0.738983539,0.878139655
TMEM92,12.45072321,-0.006130817,0.101523416,0.739019476,NA
CCNJL,32.39899175,0.009208696,0.099547121,0.739536411,0.87869785
OR13A1,12.58838705,-0.006586774,0.101335373,0.739584302,NA
HYKK,36.82851664,0.010535584,0.098323763,0.739664297,0.87869785
PARP11,441.8674454,0.017250911,0.075994002,0.739727263,0.87869785
C10orf88,207.0931731,-0.01409138,0.092377148,0.739728194,0.87869785
CACNA1F,14.86778114,-0.00700989,0.101057927,0.739777383,NA
AMACR,413.3626005,0.016759934,0.082455448,0.739903724,0.878822091
NDUFV3,1556.306576,0.015238532,0.052355223,0.739970263,0.878822091
ITGA1,23.47814639,0.007528042,0.100817319,0.740115229,NA
CALHM3,26.83870846,-0.010164468,0.098429956,0.740154653,NA
YTHDF2,1964.02136,0.014492039,0.049072714,0.740276734,0.879104407
RPL4,23563.04434,-0.012336177,0.043636667,0.740348344,0.87910779
ANKRD13C,956.4573341,-0.016778815,0.065050115,0.740522425,0.879232838
ZNF449,168.4493297,0.016865346,0.081323862,0.740665941,0.879249689
TMEM69,735.6858357,-0.016320522,0.06195898,0.740728935,0.879249689
ERN1,890.2615059,0.016868809,0.08133424,0.740742933,0.879249689
SH3RF2,18.53844791,0.006836307,0.101197761,0.740816985,NA
MRPS12,694.3589862,0.016725742,0.062029281,0.74083649,0.879279106
PLXDC1,24.99355732,0.005694311,0.101772028,0.740897532,NA
SLC13A4,35.21702518,-0.008719243,0.099822052,0.740945323,0.879326646
TBC1D1,4703.819843,0.013089077,0.043765519,0.741129237,0.879430597
TMEM50B,683.8259338,-0.016873643,0.070687307,0.741170488,0.879430597
YES1P1,15.78044263,0.008097812,0.100427372,0.741212823,NA
SPDYE21,8.926340809,-0.00553427,0.101853496,0.74121884,NA
RNF19A,1386.637192,-0.016648486,0.065108847,0.741240533,0.879431485
KMT5B,1117.765715,-0.016475052,0.062314472,0.7413136,0.879431485
MSL3,1376.563736,-0.01677989,0.06925639,0.741521342,0.879431485
KALRN,365.0944875,0.016350198,0.085911155,0.741569402,0.879431485
RABIF,526.5470569,-0.017121719,0.065406168,0.741675449,0.879431485
TMCC2,61.76290804,-0.011999135,0.096087327,0.741791962,0.879431485
CBX2,40.12655698,-0.009796854,0.098803535,0.741800557,0.879431485
IGF2R,19778.0884,0.02496282,0.051194079,0.741824153,0.879431485
POFUT1,1249.391279,0.015763461,0.055901914,0.74187807,0.879431485
SLC34A3,28.15830194,-0.010250687,0.098402246,0.741878104,NA
PARP10,3501.25256,0.017022166,0.070227414,0.741926235,0.879431485
DCTN4,1790.098837,0.017063367,0.068511802,0.741979766,0.879431485
NDUFB7,1465.526684,-0.015889649,0.058916992,0.74199667,0.879431485
AP1S3,120.1248382,-0.014002359,0.087964704,0.742080015,0.879448739
BAK1,1972.695045,0.012335838,0.04579973,0.742156327,0.879457656
ZC3H12B,13.62916932,0.005765762,0.101742106,0.742445232,NA
CARD16,419.8046924,-0.016980196,0.073068254,0.742454497,0.879688416
RNF24,487.9866493,-0.014564687,0.073263839,0.742592507,0.879688416
ADGRE4P,626.2760669,-0.016751641,0.068255068,0.742605652,0.879688416
AGO4,1760.597332,0.014032864,0.08278328,0.742630285,0.879688416
FRS3,135.7442194,-0.014794354,0.089960102,0.742746719,0.879688416
TMEM215,17.58756192,-0.008327724,0.100074095,0.742783618,NA
KLF13,4273.754198,0.014769413,0.055094866,0.742881967,0.879688416
ZNF654,511.3899972,0.01693484,0.078793227,0.742952488,0.879688416
TRABD,3386.704064,-0.014439067,0.049645434,0.742965867,0.879688416
PFN1P8,43.26946231,-0.010906394,0.097472776,0.742970318,0.879688416
ANKEF1,201.1640048,0.016270368,0.086578561,0.743388081,0.879895992
SLC1A4,2639.406647,-0.015125418,0.057485916,0.743425929,0.879895992
RARG,76.21977246,-0.0125667,0.094743683,0.743438813,0.879895992
LETM2,72.41548149,-0.013173784,0.093895586,0.743456212,0.879895992
SMC2,1511.029327,-0.015261524,0.055766311,0.743683968,0.879895992
FGFRL1,1249.305558,-0.014799088,0.062114561,0.74382757,0.879895992
TMEM97,278.1967917,0.016091174,0.083494019,0.743838504,0.879895992
APOBEC3G,558.6831956,0.017492152,0.069053399,0.743846457,0.879895992
CCN2,39.74036245,-0.009895093,0.098620686,0.743973757,0.879895992
MVK,380.2223643,-0.016921467,0.073974832,0.74399407,0.879895992
ZNF426,357.3013816,0.016885534,0.079034806,0.743997891,0.879895992
NDUFA4,2751.789117,0.015596871,0.058347669,0.744013855,0.879895992
COL4A2,777.7103336,0.016951074,0.0756152,0.744040326,0.879895992
TMEM106A,1630.499251,-0.016327497,0.06411851,0.744155494,0.879950795
SYNPO2,25.9887946,0.009371857,0.099237971,0.744238178,NA
NTMT1,675.3156339,-0.016636411,0.06784008,0.744478325,0.879999849
MMP17,11.9252237,0.006995202,0.101071616,0.744537505,NA
SURF6,1297.630156,-0.015059203,0.054616023,0.744574212,0.879999849
PTGR3,1089.602177,-0.016408358,0.065085776,0.744590686,0.879999849
NT5M,32.23966849,0.009058678,0.099431424,0.744594952,0.879999849
AMMECR1L,940.9822423,0.015965949,0.058603958,0.744667764,0.879999849
ZNRD2,348.1085459,0.016883815,0.074891574,0.744673859,0.879999849
BRMS1,1254.573421,-0.015081918,0.054775224,0.744678793,0.879999849
TMED10,7240.554811,-0.012516703,0.042185171,0.744809568,0.880073043
PPP5D1P,9.286888582,-0.006278535,0.101421683,0.744815837,NA
TRIM68,284.6473268,0.016761739,0.076883638,0.744919511,0.880121611
SMTN,345.8878598,0.015728811,0.08635813,0.745123974,0.880272345
ZNF649,251.0134901,0.016353373,0.082821573,0.745216351,0.880272345
SDHAF1,296.7145344,-0.016877413,0.07230722,0.745253645,0.880272345
SUMO4,17.32748002,0.007622241,0.100646256,0.745314282,NA
ACOT13,749.5584449,-0.016853381,0.076586316,0.745499787,0.880421668
TMEM131L,273.0513909,0.015883537,0.083901208,0.745517792,0.880421668
MTCL2,2276.967795,0.015410029,0.059079936,0.745624297,0.880466115
DPY19L2,27.20295958,0.009244818,0.099346084,0.745680761,NA
S100A5,16.92100638,-0.007845955,0.10034389,0.74574852,NA
CIB2,19.31393775,0.007984149,0.100370881,0.745804063,NA
SMPDL3A,411.8607889,0.016854228,0.073584527,0.746051426,0.880858732
TMEM41A,655.7660095,-0.016112997,0.062541835,0.746172565,0.880858732
ZMIZ2,3833.389669,-0.015421805,0.06767128,0.746191118,0.880858732
C11orf98,774.5298108,0.015661108,0.064946456,0.746275604,0.880858732
FSIP2,61.77168631,0.010038934,0.098456977,0.746301274,0.880858732
PEF1,1131.115318,-0.014983622,0.053337547,0.74645805,0.880962445
NEK5,26.99821899,-0.009200895,0.099116496,0.74664183,NA
NFU1,793.5434129,0.016114872,0.063438212,0.746668762,0.881128815
LYSMD3,654.7199299,-0.016701256,0.074354752,0.746736857,0.881128815
CRTC3,1572.6808,0.016540367,0.064735401,0.746813586,0.88113803
FAM201B,6.291518336,-0.004157842,0.102356405,0.747004807,NA
TGFBR1,10721.07586,0.01488999,0.055427555,0.747067198,0.881355921
KIF18A,220.5788298,-0.016249963,0.080228198,0.747377989,0.88156129
GABARAPL2,1750.290969,-0.014457321,0.052260057,0.747425832,0.88156129
PPM1M,4963.721189,-0.011633835,0.039697138,0.747448134,0.88156129
CNBD2,39.77355695,0.010679106,0.097680404,0.747566582,0.881613462
SLC4A1AP,1503.991673,-0.014028963,0.049559138,0.747630282,0.881613462
ATP5MGL,8.864234863,0.005808993,0.101695263,0.747781705,NA
WTIP,334.1210643,0.01475848,0.089718989,0.747795929,0.881727469
KCND1,19.56113773,-0.00689788,0.100914147,0.747895633,NA
SUN1,854.7944777,-0.016212482,0.076108226,0.747941972,0.881802044
TMEM242,410.9690881,0.016717405,0.073639646,0.747997119,0.881802044
TMEM98,14.96225709,-0.006454104,0.101245397,0.748298631,NA
RPS14,7803.58122,-0.014976787,0.055421164,0.748438496,0.882173502
CCDC127,702.8772913,-0.016504569,0.078150907,0.748484633,0.882173502
SLC4A11,345.0650957,-0.015557173,0.085772259,0.74865281,0.882173502
ATG4B,2184.822072,0.015352704,0.060342721,0.748695596,0.882173502
SIRT3,516.0252046,0.019047569,0.071601113,0.748787385,0.882173502
HTD2,207.0766378,-0.014539548,0.091074554,0.748902115,0.882173502
TMEM106B,916.9338039,0.016629065,0.076506344,0.748905694,0.882173502
LRRC18,17.4371282,0.007157906,0.100872147,0.748923816,NA
NALCN,14.79507338,0.006847184,0.101054086,0.748962693,NA
SLC25A51,390.3785101,0.016601548,0.073120981,0.748973806,0.882173502
CD5,18.0038786,-0.005650216,0.101745612,0.749028646,NA
ZNF90,78.41571236,0.013356272,0.093069137,0.749069914,0.882173502
ZBTB42,107.3012309,-0.013930925,0.091297411,0.74907777,0.882173502
CLEC3B,58.37759754,-0.012121641,0.095212071,0.749125258,0.882173502
KAT5,1427.827938,-0.016330847,0.061703424,0.74914022,0.882173502
ARMC1,797.7225237,0.016135481,0.06351513,0.749418391,0.882419794
RIT1,1481.924103,-0.014626767,0.052406996,0.749666668,0.882536472
USP39,1302.750828,-0.016014136,0.064417487,0.749713794,0.882536472
NFIA,109.7228211,0.012531756,0.094427879,0.749809323,0.882536472
CNKSR2,51.30119629,0.011534461,0.096321061,0.74984147,0.882536472
BDH1,434.3649153,-0.01649867,0.079722748,0.749862628,0.882536472
HHLA1,70.66940412,-0.012315836,0.094313927,0.750126918,0.882630447
ZNF20,36.04262427,-0.010579247,0.097418123,0.750206922,0.882630447
MGST2,803.654481,-0.015667725,0.063633533,0.750213236,0.882630447
CRYZL1,571.8224607,0.01647567,0.067624686,0.750218621,0.882630447
SLC4A5,53.87863645,0.00845619,0.099816822,0.750668653,0.883025423
GEMIN7,362.42948,0.015860663,0.072995341,0.750692478,0.883025423
PPIEL,15.15843428,0.006943741,0.100975735,0.750808977,NA
RGS8,11.40501323,0.0056777,0.101672481,0.750877066,NA
TREX2,12.26488869,-0.004343441,0.102234059,0.751032426,NA
SLC36A2,11.1004773,0.005157589,0.101919695,0.751115191,NA
RAB19,23.76674631,-0.008583866,0.099600834,0.751126897,NA
MYH14,31.93172506,-0.00899672,0.099195825,0.751155421,0.883421759
UBE2V2,989.6093364,0.016444532,0.070426674,0.751167614,0.883421759
DNASE1,386.1454265,-0.015354493,0.085490953,0.751320471,0.883520256
FBXO46,408.3826521,-0.015937003,0.077015034,0.751437704,0.883522967
NAPEPLD,276.7728257,-0.014533145,0.084333921,0.751460989,0.883522967
OR7C1,99.58799562,-0.013138878,0.092844967,0.751538969,0.8835334
PTMAP11,6.696164028,-0.004159357,0.102325516,0.751663403,NA
HSPA4,4895.703632,0.015587033,0.064479416,0.751769605,0.88372328
ZNF823,119.1116789,0.013672117,0.091733947,0.751870259,0.883760344
WDR86,14.19368138,-0.006570003,0.101044886,0.751880145,NA
HECW2,25.42251702,0.006541646,0.101167846,0.751945535,NA
ZACN,15.22830856,0.006752839,0.101144672,0.752068507,NA
LRRC9,11.36166852,0.006056567,0.101472465,0.752187935,NA
SUSD5,14.39680499,-0.00649955,0.101145001,0.752199978,NA
NGRN,1587.860189,0.014638684,0.054613789,0.752203483,0.883926531
TLL2,10.95423576,0.005954959,0.101522161,0.752286004,NA
ZNF211,243.5698139,-0.01616341,0.078761259,0.75229644,0.883926531
IDH3B,2295.16235,-0.012783561,0.043709118,0.752333096,0.883926531
SLC12A2,506.2969276,0.016243782,0.07925414,0.752333483,0.883926531
LATS1,1012.369019,-0.015725429,0.063297204,0.752371848,0.883926531
HNRNPA1L3,35.13714654,-0.010130977,0.097893561,0.752428202,0.883926531
LMBRD2,941.1472452,0.016350574,0.076701983,0.752598054,0.883926531
KMT5A,1358.633659,-0.015524115,0.061492091,0.75270822,0.883926531
ZNF737,182.771225,0.012477294,0.094368098,0.752712282,0.883926531
BANP,553.0917618,-0.016412432,0.071554185,0.752824485,0.883926531
GNB1,13773.43865,-0.014304369,0.052661858,0.752952473,0.883926531
PPP3CA,2097.009832,0.01383637,0.050146192,0.752972636,0.883926531
PPIF,3583.558073,-0.015130823,0.058297362,0.752987479,0.883926531
PCM1,3807.630906,-0.013456942,0.052219287,0.753043749,0.883926531
MAP3K5,1173.402601,0.015833599,0.064352659,0.753124338,0.883926531
PARD3B,35.88958078,-0.007261765,0.100563567,0.753153619,0.883926531
SHCBP1,1002.011929,0.016296676,0.070381703,0.753208475,0.883926531
ACBD7,33.47453247,0.009391953,0.098838678,0.75326067,0.883926531
TMEM101,749.1675721,-0.01505468,0.058047823,0.753443494,0.883926531
H4C12,55.10412804,-0.012166913,0.094715755,0.753504325,0.883926531
NAXD,1384.808997,0.013625742,0.049018357,0.753544299,0.883926531
MBNL1,4557.189219,-0.013370683,0.042809092,0.753552336,0.883926531
ZNF567,130.1564426,0.011349494,0.096324717,0.753601814,0.883926531
CIT,1115.918638,-0.015898097,0.072702327,0.753836209,0.88412035
HERPUD1,2435.322819,0.015339194,0.059563015,0.75394058,0.884161651
OR5AU1,21.79280833,-0.008768759,0.099268868,0.75399765,NA
GRIK2,21.57200226,-0.007957469,0.100019363,0.754294283,NA
PRPF38B,2686.164798,-0.014271639,0.053267529,0.7544521,0.884680373
TMEM11,845.7538642,-0.014838888,0.058518431,0.754728925,0.884812611
C3orf18,106.1165448,-0.013720541,0.090072252,0.75473987,0.884812611
PMS1,293.2522082,0.014838002,0.085865324,0.754790388,0.884812611
SMAD1,290.7315203,-0.015870798,0.079928741,0.754841701,0.884812611
RBAK,564.2332592,0.01617545,0.071568958,0.755234348,0.885191707
ACADL,17.79373656,-0.007581138,0.100323845,0.755434584,NA
GNAL,42.4406044,-0.010742714,0.096886709,0.755454517,0.885368594
CXCL12,20.36235131,-0.00760018,0.100301679,0.755524202,NA
SLC25A14,130.7493455,0.015051656,0.086432211,0.755632057,0.885489007
ZNF37BP,28.30376962,-0.009108862,0.098874283,0.755738035,NA
ZNF165,35.16317799,-0.009801755,0.098062371,0.755764717,0.885489007
POLR1HASP,9.744598252,0.005697845,0.101626127,0.755797899,NA
PKIG,133.8117763,0.014882651,0.087083589,0.755892099,0.885489007
LDLRAD4,2138.448992,0.014725075,0.056862684,0.755944634,0.885489007
TAS1R3,13.57916897,-0.006431544,0.101124765,0.755980949,NA
SASS6,191.4154431,0.018768474,0.080112695,0.755992531,0.885489007
NPM1P7,38.25352741,0.010151335,0.09779676,0.756021329,0.885489007
TRIM24,751.2282434,-0.015230124,0.061866498,0.75604208,0.885489007
BFSP1,25.95941262,-0.009013138,0.098833883,0.756133234,NA
HERC2P3,49.80093814,0.009620431,0.098447037,0.756365176,0.885711531
LRRC23,179.8317588,0.016117376,0.083513767,0.756398655,0.885711531
IFT122P2,9.736552204,-0.005569054,0.101630306,0.756504154,NA
,181044.1674,-0.015843935,0.074095782,0.75653853,0.885711531
DENND10,1037.901614,0.014908048,0.058093844,0.756590302,0.885711531
GRK4,136.8154149,-0.013293445,0.091718473,0.756639754,0.885711531
BRD8,1360.400475,0.015731525,0.062845931,0.756647739,0.885711531
CDHR3,14.2672011,-0.005308867,0.101728823,0.756747836,NA
RBM43,428.9771202,0.01763925,0.07099118,0.756838133,0.885853294
BMP8A,73.53227717,-0.013576633,0.091067681,0.75691734,0.885864902
BANF1P2,6.443608559,-0.004378945,0.1021942,0.757043761,NA
TNNI3,22.71663921,-0.008434227,0.09950406,0.757143352,NA
C18orf21,292.4628066,0.016096899,0.074099328,0.757183833,0.885970125
RAB43,2050.815336,0.016059559,0.075374578,0.757209679,0.885970125
CLXN,15.29630002,0.007101797,0.100802603,0.757233036,NA
ATPAF1,806.3211573,0.015341395,0.060291814,0.757245373,0.885970125
ALG10,127.1020859,-0.013265868,0.09169964,0.757284437,0.885970125
ADAM22,28.099059,0.007216139,0.100535806,0.757285889,NA
NR4A2,76.05309762,0.013097869,0.092448066,0.757368171,0.885975375
ODC1,1347.751066,0.014145424,0.066224696,0.757452371,0.885975375
C1orf53,44.31584168,0.010778732,0.096868343,0.757496819,0.885975375
SPRY3,96.82631324,-0.012723331,0.09299186,0.757731037,0.88616825
KCNAB3,17.90483177,0.007687473,0.100334142,0.757792855,NA
GLI4,334.1991994,0.015946858,0.077384025,0.757814991,0.886185371
DIXDC1,326.1587142,0.015154448,0.083376506,0.757973228,0.886264637
TMEM262,30.9612884,0.008554664,0.099463928,0.758021416,0.886264637
GPR39,28.03914364,-0.008105457,0.099694087,0.758265958,NA
SESTD1,715.4544052,0.015891474,0.069930528,0.758290713,0.886498424
ASGR2,66.64828055,-0.011732929,0.094992189,0.758470582,0.886627631
LAX1,17.5298776,-0.007230826,0.100497823,0.758542433,NA
TCF3,1769.342251,-0.014671617,0.058375966,0.758814181,0.88694819
CHURC1-FNTB,17.73459542,0.001805724,0.102929543,0.758983765,NA
KLHL7,544.7272035,0.015860687,0.066354796,0.759046658,0.887138818
ATP8A2,22.52743081,0.008094689,0.099829842,0.759155188,NA
NSMAF,4071.314083,-0.013096269,0.048495112,0.75919804,0.887234639
ABLIM2,8.283706542,-0.004472985,0.102078911,0.75933324,NA
CEBPG,3024.332644,-0.015648982,0.044292826,0.75944072,0.887414186
TMEM135,353.8250562,0.013689494,0.090920156,0.759490499,0.887414186
SKP2,487.0761508,-0.015811637,0.075226966,0.759617778,0.887481795
RASSF3,2249.216174,-0.015485946,0.065806732,0.759934076,0.887744468
FBXO36,32.37312793,0.009686108,0.098195139,0.759981478,0.887744468
P2RY2,51.98594489,-0.011024525,0.096088597,0.760064234,0.887760025
BEND6,23.05401864,-0.008556723,0.09911059,0.760149121,NA
PLEKHA3,475.9196841,0.013782686,0.090198235,0.760195951,0.887827815
PPP1R11,1205.68219,-0.014848958,0.062170373,0.760261159,0.887827815
IQCG,402.8331338,-0.015753147,0.072694113,0.760352699,0.887853617
IL17RD,13.98461404,-0.003856247,0.102279437,0.760419813,NA
PGA5,71.3172682,-0.009834087,0.097374484,0.760523587,0.88797206
ADAM1B,6.75866766,0.005109736,0.101861747,0.760573499,NA
FUT1,28.82243664,0.007916258,0.09974174,0.760599923,NA
HMGB1P5,279.8596247,0.014702766,0.086432786,0.760768401,0.888176788
STMND1,22.00487881,-0.007225046,0.100440147,0.760872481,NA
PROX1,37.2530181,0.006931501,0.100599814,0.760967236,0.888282829
OVCA2,991.7304146,-0.014271987,0.056020487,0.76107977,0.888282829
C6orf47,993.8008398,-0.014189139,0.055377401,0.761149266,0.888282829
NPFF,55.26560009,0.01219846,0.09405371,0.761169394,0.888282829
USF1,2367.777551,0.012371575,0.044932844,0.761206623,0.888282829
ZBTB44,1059.198713,0.014368087,0.073302445,0.761308207,0.888320291
TAC4,15.4915559,0.006472563,0.101078996,0.761309605,NA
ADGRG2,12.92768424,0.00703296,0.100619547,0.761420745,NA
SNPH,80.17164934,0.012028662,0.09437917,0.761557718,0.888469891
ZNF616,377.689115,0.013973484,0.088948352,0.761575404,0.888469891
RNF170,751.8874831,-0.015407953,0.066096106,0.761748419,0.888478002
MAT2B,2609.920349,0.01355049,0.052283657,0.761751376,0.888478002
CCDC170,1002.437121,0.015779422,0.07224758,0.761790838,0.888478002
LRFN1,20.91700413,-0.008086006,0.099658101,0.761953608,NA
DLG2,48.77084629,-0.011672126,0.094860885,0.761991319,0.888569824
TAPBPL,820.2991352,0.016095886,0.058533974,0.762077359,0.888569824
ALPL,80.78167001,0.012894811,0.092375769,0.762118025,0.888569824
TXK,31.54893678,-0.009516552,0.098243179,0.762214127,0.888569824
PNISR,2913.823827,0.012425938,0.044952096,0.762217072,0.888569824
BTBD8,114.401632,-0.012536439,0.092708474,0.762387923,0.888630656
FBXO28,1347.837626,0.015695975,0.075969592,0.762410955,0.888630656
FOXP2,32.94170156,0.009317922,0.098400841,0.7624952,0.888630656
ARG2,534.8541512,0.015481714,0.077191106,0.762575522,0.888630656
NMRK1,352.1023993,-0.011941109,0.075503865,0.762637452,0.888630656
VTN,31.57409569,-0.007955257,0.099640252,0.762686287,0.888630656
GDF6,15.20441555,0.007249207,0.10046833,0.762784322,NA
PIERCE2,16.33271086,-0.007227486,0.100394301,0.76282708,NA
FPGT-TNNI3K,59.06040513,0.00403462,0.102322854,0.762837657,0.888726029
TEKTIP1,534.4653512,-0.015691578,0.071461525,0.762910593,0.888730017
NPIPB14P,137.421874,-0.014960037,0.083638645,0.76311417,0.88882178
FNIP1,1575.430072,-0.01336562,0.051325119,0.763128407,0.88882178
RBKS,62.95298248,0.011550592,0.095134173,0.763222248,0.888850104
CHMP4B,6630.550565,0.011656505,0.043494664,0.763342934,0.888909683
COX14,637.6356371,-0.015713726,0.061979399,0.763493041,0.888972508
CLSTN3,287.083299,-0.013387739,0.090411266,0.763535949,0.888972508
CASP16P,7.457363264,-0.004706339,0.101960484,0.763613579,NA
WDR93,11.22900733,-0.005778283,0.101377091,0.763742175,NA
BOD1,482.4250657,0.016367771,0.071327103,0.763759977,0.889150237
ZNF16,148.1240229,0.014252177,0.087424179,0.763912788,0.889150237
NBPF3,176.8508542,0.013762091,0.089403555,0.763963474,0.889150237
