,baseMean,log2FoldChange,lfcSE,pvalue,padj
LILRB1,1077.598171,-0.722511084,0.092144651,5.36E-16,2.21E-14
KIFC1,691.7898568,-0.814354616,0.104232659,5.79E-16,2.38E-14
TENT5A,1574.475737,0.727275631,0.093036957,6.54E-16,2.68E-14
TNFRSF1B,5485.655855,-0.802206815,0.102877183,6.67E-16,2.73E-14
LGALS12,42.94142902,-2.816342342,0.363971591,6.85E-16,2.79E-14
GPR183,438.1784,-0.982131069,0.126584122,7.19E-16,2.92E-14
SECISBP2L,3144.609995,1.005311707,0.129799464,7.99E-16,3.24E-14
SNX20,886.9481386,-0.733336554,0.094192549,8.06E-16,3.26E-14
DOCK10,5814.638979,-0.586379265,0.07513884,8.13E-16,3.28E-14
ASAH1,40642.20033,0.542258072,0.067748109,9.94E-16,4.00E-14
FSCN1,3652.539433,-1.098663522,0.142631666,1.02E-15,4.10E-14
FHL1,128.8492795,1.660491777,0.217165373,1.09E-15,4.36E-14
AQP9,9093.297689,0.795630554,0.102883253,1.14E-15,4.54E-14
SLC6A6,15963.90989,0.651338315,0.083900801,1.18E-15,4.68E-14
TUBA1A,2968.645667,-0.878945188,0.11406058,1.20E-15,4.77E-14
TLN2,384.4362314,-1.603743184,0.210103369,1.25E-15,4.93E-14
PHLDA1,3411.362536,0.772890877,0.100038856,1.25E-15,4.94E-14
DGAT2,509.5856041,1.155555997,0.151134401,1.56E-15,6.13E-14
GADD45B,782.2829178,0.943436522,0.12320676,1.64E-15,6.45E-14
SEMA4B,751.9032006,-0.780664793,0.101679948,1.73E-15,6.79E-14
PDE3A,174.0795025,-1.519449532,0.200127034,1.88E-15,7.37E-14
DICER1,5555.389832,0.697919543,0.091025513,2.25E-15,8.79E-14
IL1A,169.1116106,1.277236369,0.168593152,2.51E-15,9.76E-14
MTMR4,1582.530658,0.72414728,0.094547445,2.68E-15,1.04E-13
MTSS1,1201.340817,-0.820387666,0.107723072,2.69E-15,1.04E-13
FNDC5,84.79718671,1.928780917,0.255840677,2.84E-15,1.10E-13
PPARD,6533.501907,-0.771403862,0.101394456,3.09E-15,1.19E-13
SYTL4,194.4091952,1.292827181,0.171850333,3.57E-15,1.37E-13
TBC1D8,1284.853905,0.604527731,0.079198699,3.74E-15,1.43E-13
PI4KAP2,748.3909755,0.758005348,0.099902267,3.75E-15,1.43E-13
FABP3,3897.24917,0.714393249,0.094108564,3.94E-15,1.50E-13
PTPRJ,5148.444328,-0.62734547,0.082529875,3.99E-15,1.52E-13
ANXA1,22951.81093,0.732964002,0.096882924,4.28E-15,1.62E-13
RRAGD,3288.090678,0.517505273,0.067733209,4.48E-15,1.69E-13
ACADS,1101.661619,0.777338696,0.10330676,5.86E-15,2.21E-13
LPCAT2,4383.319125,-0.607760711,0.080502238,6.11E-15,2.30E-13
SNN,1539.133304,-0.566290428,0.074956145,7.42E-15,2.78E-13
PSMA7,7989.858351,0.532961073,0.07044286,7.46E-15,2.79E-13
AFAP1L1,412.5952252,0.91447295,0.122570522,7.80E-15,2.91E-13
FLVCR2,3401.514945,0.49409254,0.065192676,7.86E-15,2.93E-13
SVIL,340.4802264,1.205308382,0.162995265,9.14E-15,3.40E-13
CALM1,12282.36148,-0.517063433,0.06852498,9.24E-15,3.43E-13
AQP3,770.051819,0.797840513,0.107021303,9.29E-15,3.44E-13
PLK1,1358.205615,-0.747045454,0.100112469,9.81E-15,3.62E-13
GJB2,655.7776347,-0.763180896,0.102364472,1.00E-14,3.68E-13
PHF19,1178.854596,-0.626289014,0.083590039,1.03E-14,3.76E-13
CORO1C,17857.79821,0.550222199,0.073322821,1.16E-14,4.23E-13
PTPRM,1932.101279,0.538639189,0.071832015,1.25E-14,4.57E-13
B3GNT2,2728.87078,0.524843238,0.069970954,1.26E-14,4.60E-13
USP33,2162.801093,0.838972658,0.113484833,1.29E-14,4.68E-13
DDHD1,2498.174762,0.86902617,0.117475901,1.35E-14,4.91E-13
LCP2,3764.355543,-0.700827436,0.09442017,1.37E-14,4.94E-13
RPS6KL1,557.8696499,0.831736751,0.112432809,1.41E-14,5.10E-13
ACOT11,816.9241404,-0.692904,0.093282198,1.44E-14,5.19E-13
LIMA1,1659.666818,0.784652982,0.106044063,1.50E-14,5.38E-13
HDDC2,1123.99995,0.673954395,0.090726218,1.52E-14,5.44E-13
CIPC,1502.852489,0.726767867,0.098124019,1.68E-14,6.01E-13
TMEM135,722.1257189,1.262730127,0.172939215,1.79E-14,6.38E-13
LAMB3,528.7449951,-0.861687969,0.117219956,1.82E-14,6.46E-13
CARD19,1740.366006,-0.772017951,0.104801792,1.94E-14,6.89E-13
SPART,2379.731137,0.583560071,0.078622444,1.96E-14,6.94E-13
TK1,1211.069859,-0.715493272,0.097017401,1.97E-14,6.96E-13
FCGR2A,2837.686426,-0.622951211,0.084075183,2.08E-14,7.33E-13
CD40,1744.998011,-0.760101463,0.10331626,2.09E-14,7.34E-13
EXT1,235.0159472,-1.213706203,0.16641402,2.14E-14,7.52E-13
GOLGA7B,1127.267242,0.74813397,0.101657492,2.17E-14,7.60E-13
MARCHF1,2285.368112,-0.945540743,0.129322138,2.29E-14,7.99E-13
NES,1737.958343,-0.966939473,0.132430898,2.39E-14,8.33E-13
DECR1,2405.952502,0.652958113,0.088603225,2.55E-14,8.87E-13
TLR4,6404.896416,0.699872579,0.095301655,2.66E-14,9.22E-13
MRTFA,2154.56887,-0.692632582,0.094323036,2.67E-14,9.22E-13
ATP9A,2994.116838,0.609193673,0.082654677,2.67E-14,9.22E-13
SDCBP,15667.26079,0.582518826,0.078361052,2.77E-14,9.53E-13
IGSF6,5885.931776,-0.5529945,0.075442139,2.92E-14,1.00E-12
ADGRE4P,408.2009176,-0.947679116,0.130366361,3.08E-14,1.06E-12
MFSD13A,1148.73914,0.820786927,0.112690774,3.38E-14,1.16E-12
AMOT,64.6633711,-1.965440835,0.273033206,3.56E-14,1.21E-12
TMEM273,750.1764902,-0.882842602,0.121634235,3.61E-14,1.23E-12
MYO1B,435.6123047,-0.956224641,0.132211547,4.08E-14,1.39E-12
FAM20A,1706.832429,-0.634795643,0.086979735,4.27E-14,1.45E-12
ECHDC1,2577.227415,0.731331855,0.100599444,4.65E-14,1.57E-12
SEPHS2,5380.025329,0.458555744,0.062384161,4.83E-14,1.63E-12
IGFBP4,1594.687427,-0.78430176,0.108510111,5.30E-14,1.78E-12
TUBA1B,13226.79465,-0.752081345,0.104160226,5.45E-14,1.83E-12
PFKFB3,3717.877679,0.915348962,0.127265681,5.55E-14,1.86E-12
ADARB1,1126.540943,-0.838251599,0.116405631,5.87E-14,1.96E-12
MYO7A,1327.336815,-0.627566805,0.086512753,5.97E-14,1.99E-12
TBC1D10C,1132.351233,0.742705903,0.102890328,6.28E-14,2.09E-12
RHOU,1134.614743,0.552167125,0.075963691,6.44E-14,2.14E-12
GPCPD1,6345.603534,0.779869875,0.108365773,6.78E-14,2.25E-12
MMD,3390.574347,0.660303659,0.091397109,7.15E-14,2.37E-12
DNAAF4,444.2043786,0.9773567,0.136607147,7.19E-14,2.38E-12
INPP5D,5667.957246,-0.534973792,0.073684728,7.43E-14,2.45E-12
GPNMB,98231.30313,0.421704523,0.057644579,7.50E-14,2.47E-12
RARA,1267.730387,0.878863774,0.122693513,7.56E-14,2.48E-12
NLRP1,542.9888129,-1.051575182,0.147643413,8.17E-14,2.67E-12
B3GNT7,784.8852967,-0.692099195,0.09624385,8.30E-14,2.71E-12
ARHGAP20,241.0057819,-1.18065534,0.166033182,8.39E-14,2.73E-12
ATP2B1,2506.562704,0.525710768,0.072542611,8.46E-14,2.75E-12
CD86,5250.827155,0.534889711,0.073910164,8.73E-14,2.83E-12
CYREN,1933.576965,0.822969367,0.115079742,8.99E-14,2.91E-12
PHYH,560.2360191,0.856015716,0.12016734,1.05E-13,3.39E-12
ATP10A,1630.405915,0.872460411,0.122577877,1.07E-13,3.47E-12
CARS2,1663.358379,0.505945001,0.070040738,1.09E-13,3.51E-12
PLA2G4A,368.3421259,-0.891533505,0.125746343,1.23E-13,3.96E-12
ETFB,2062.319463,0.559534715,0.0780564,1.38E-13,4.41E-12
NIBAN2,11160.12271,-0.819684698,0.115274902,1.42E-13,4.53E-12
SMAP2,1649.721456,-0.52283474,0.07291228,1.48E-13,4.73E-12
ATG4A,690.6911898,0.751772295,0.106095657,1.60E-13,5.09E-12
SLAMF8,6625.749089,-0.711781903,0.100417611,1.67E-13,5.30E-12
SEMA3C,1327.34949,1.031158052,0.147084148,1.85E-13,5.87E-12
SCARB2,18848.4526,0.608859638,0.08474261,1.89E-13,5.99E-12
PTPRG,1700.866208,-0.660453606,0.093275593,1.98E-13,6.24E-12
MAN1C1,2189.975187,-0.677542405,0.095954574,2.00E-13,6.29E-12
TCF19,841.7829774,-0.654758531,0.092532049,2.07E-13,6.50E-12
PARM1,128.6530457,-1.336916508,0.191718037,2.15E-13,6.74E-12
CD83,4918.282278,-0.57234804,0.080636432,2.16E-13,6.77E-12
PIMREG,138.8838227,-1.229852149,0.17664973,2.34E-13,7.31E-12
GAS7,6002.154605,-0.573203522,0.080913953,2.34E-13,7.31E-12
EPB41L1,1219.570309,0.815670011,0.116250942,2.40E-13,7.47E-12
ANK1,63.22317663,-2.101747457,0.306010253,2.46E-13,7.64E-12
NAGA,4401.700427,-0.485556763,0.068203309,2.48E-13,7.67E-12
H2AX,2030.920277,-0.755226106,0.107649193,2.59E-13,8.02E-12
F3,127.5251961,-1.275957515,0.18386455,2.62E-13,8.09E-12
LRRK2,604.9136193,-0.797136103,0.113895533,2.68E-13,8.23E-12
EPHB2,2202.741742,-0.67239497,0.095603062,2.69E-13,8.23E-12
ACSL1,11116.99937,0.723086735,0.103650634,2.69E-13,8.23E-12
AVPI1,996.3089557,0.86910121,0.124295982,2.69E-13,8.23E-12
NFKBIZ,444.7394779,-1.261312661,0.182039965,2.79E-13,8.53E-12
PRC1,1026.918709,-0.609066896,0.086473136,2.94E-13,8.97E-12
CSTA,485.2146099,1.200942062,0.173344331,3.01E-13,9.16E-12
MGST1,352.4729033,0.937090314,0.134565209,3.02E-13,9.16E-12
OSBPL11,3628.994673,0.533689443,0.075545119,3.03E-13,9.17E-12
IL10RA,3817.853079,-0.73882867,0.105620945,3.08E-13,9.33E-12
SYTL3,851.7163241,-0.713567064,0.10197039,3.18E-13,9.61E-12
DOK2,1992.528033,0.699239625,0.099630394,3.19E-13,9.61E-12
MFHAS1,3134.495544,0.650212915,0.093076994,3.38E-13,1.01E-11
PI4KAP1,384.093155,0.852086797,0.122455604,3.38E-13,1.01E-11
VGLL4,1577.791565,-0.632046252,0.090386991,3.80E-13,1.14E-11
RB1,2711.723025,-0.722933404,0.103915993,4.01E-13,1.20E-11
MS4A4A,2804.994754,0.501980333,0.071161383,4.11E-13,1.23E-11
BMP2K,4906.472511,-0.559328687,0.079740758,4.13E-13,1.23E-11
PDE9A,317.1534539,0.961737278,0.139277397,4.33E-13,1.29E-11
INF2,6046.88874,0.560540945,0.079940187,4.43E-13,1.31E-11
JUNB,4212.211362,-0.659055475,0.094657338,4.58E-13,1.36E-11
IGFLR1,374.1517938,-1.196906708,0.174360141,4.63E-13,1.37E-11
SPRED1,9556.476183,-0.499323072,0.071233845,5.16E-13,1.52E-11
MMP9,14373.90722,-0.928911769,0.135127484,5.29E-13,1.56E-11
ADAMTS10,112.0593029,-1.821725698,0.267590325,5.69E-13,1.67E-11
PSRC1,461.8658572,-0.850969343,0.123589757,5.74E-13,1.68E-11
CENPV,238.2384751,1.06540629,0.155577277,5.89E-13,1.72E-11
FN1,327332.8061,-0.499841374,0.073341583,5.95E-13,1.74E-11
TRANK1,906.5524074,-0.953782919,0.139318547,6.07E-13,1.77E-11
CELF2,3191.287816,-0.569037515,0.081955219,6.65E-13,1.93E-11
ZC3H12D,374.4117431,-0.911947964,0.133271476,6.74E-13,1.95E-11
PDPN,612.9069636,-0.828649297,0.120805929,6.77E-13,1.96E-11
DTNA,663.1466583,-0.76292191,0.11097876,6.79E-13,1.96E-11
TIMP3,8812.595968,-0.578602106,0.083668787,6.90E-13,1.99E-11
CHST2,616.8426103,-0.974421711,0.142679023,7.07E-13,2.04E-11
HEXB,16771.36299,0.452356386,0.064573122,7.17E-13,2.06E-11
MOGAT1,45.40836567,2.503263624,0.367330623,7.36E-13,2.11E-11
LRRC8B,1286.692563,0.782128923,0.11422642,8.39E-13,2.40E-11
LONRF3,753.7741507,0.751037197,0.109645036,8.60E-13,2.46E-11
REV3L,1219.237911,0.774399954,0.113225548,8.89E-13,2.54E-11
TRIB2,319.5721087,1.070461903,0.158187185,9.39E-13,2.67E-11
SMAD2,2613.255631,0.478938144,0.068856663,9.42E-13,2.68E-11
MKI67,4461.802348,-0.720443071,0.105426698,9.76E-13,2.77E-11
S1PR1,179.3964163,-1.25099273,0.185365584,1.03E-12,2.90E-11
APOC1,47120.64033,0.67016567,0.097681339,1.09E-12,3.08E-11
ZNF366,494.5420162,1.031341812,0.15294989,1.25E-12,3.53E-11
SOAT1,7298.621832,0.607427778,0.088901383,1.26E-12,3.56E-11
PEX14,2653.105006,0.629386657,0.092213507,1.30E-12,3.67E-11
TMX4,1542.905297,-0.608959189,0.089214633,1.39E-12,3.90E-11
LTBP2,4249.36914,-0.789903589,0.116889914,1.45E-12,4.06E-11
FZD2,475.1984351,-0.948205515,0.140942488,1.47E-12,4.12E-11
STAB1,16056.71302,-0.828210548,0.120932133,1.48E-12,4.12E-11
IARS2,3968.440619,0.462114934,0.067259767,1.56E-12,4.35E-11
GGA2,7905.932378,0.67461209,0.099003671,1.60E-12,4.46E-11
TBC1D2,7214.918936,0.59627523,0.08674214,1.63E-12,4.53E-11
SAMSN1,1165.71026,-0.977282958,0.145929106,1.76E-12,4.88E-11
PDGFA,234.336861,-1.184770609,0.177617694,1.77E-12,4.89E-11
ADIPOR2,3283.451992,0.477693638,0.069785885,2.11E-12,5.81E-11
PARP1,3992.656669,-0.524588154,0.077195526,2.14E-12,5.89E-11
TXLNB,111.9479731,-1.371726849,0.207150553,2.32E-12,6.38E-11
CDCA5,614.557895,-0.719277548,0.107205758,2.34E-12,6.41E-11
PEBP1,4344.065163,0.520539731,0.076774248,2.45E-12,6.70E-11
CXCL3,158.8575329,1.394332972,0.210939267,2.62E-12,7.15E-11
AKAP5,140.2498443,1.319352692,0.199660433,2.68E-12,7.32E-11
STMN1,5925.59852,0.780693636,0.117691988,2.70E-12,7.36E-11
NBEAL2,2020.541119,-0.667327035,0.099584587,2.78E-12,7.56E-11
SEPTIN10,2078.038954,0.584996068,0.086929594,2.87E-12,7.78E-11
CTNND1,6527.992196,-0.551931743,0.082015162,2.98E-12,8.08E-11
SAMD4A,2340.449374,0.685957444,0.102674064,3.10E-12,8.37E-11
KCNA3,489.698122,1.123828463,0.17053836,3.20E-12,8.64E-11
IRAG2,421.8773372,-0.870558648,0.131519657,3.31E-12,8.91E-11
CYP27A1,21012.16935,0.48573127,0.072149538,3.75E-12,1.01E-10
DPYSL3,331.8503912,1.227753855,0.187493315,3.93E-12,1.05E-10
WARS1,16079.50948,-0.4653543,0.069210794,4.24E-12,1.14E-10
SOWAHD,1047.05351,0.7650395,0.115691694,4.25E-12,1.14E-10
UBE2C,535.6816663,-0.750933704,0.113567156,4.30E-12,1.15E-10
MMP19,3061.791825,0.711047953,0.107058927,4.33E-12,1.15E-10
AIF1,2497.627281,-0.71190799,0.107617749,4.52E-12,1.20E-10
CD4,11045.76802,-0.480601536,0.071816363,5.06E-12,1.34E-10
NRM,311.2059573,-0.950043058,0.145183742,5.07E-12,1.34E-10
IRF2BPL,2840.428789,-0.719730447,0.109156362,5.16E-12,1.37E-10
HRH2,281.4909966,-0.875815292,0.133750543,5.57E-12,1.47E-10
GREM1,146.6117438,-1.461715429,0.225851147,5.67E-12,1.50E-10
TMEM87B,3924.638468,-0.615209853,0.093196035,5.97E-12,1.57E-10
IPCEF1,83.9577168,-1.768912011,0.274431702,6.11E-12,1.61E-10
CHDH,145.3676297,1.997676578,0.31099803,6.51E-12,1.71E-10
MCM7,2493.003465,-0.507146321,0.076645587,6.69E-12,1.75E-10
ADGRE5,4614.811716,-0.679500616,0.10347855,6.71E-12,1.76E-10
HIPK2,5704.406955,0.687532088,0.104807954,7.18E-12,1.87E-10
CCNF,713.4826499,-0.62310508,0.094783156,7.35E-12,1.92E-10
CD1C,94.80286078,-1.471457234,0.228900644,8.07E-12,2.10E-10
TSPAN6,248.2698562,1.009298531,0.156081014,8.13E-12,2.11E-10
SNTA1,221.9907423,1.101222266,0.170596484,8.25E-12,2.14E-10
ZNF385B,23.2411918,-2.944830131,0.459717309,8.31E-12,2.15E-10
RIMKLB,626.3892487,0.904688322,0.139759633,8.49E-12,2.19E-10
MSR1,15867.02936,0.558819988,0.084812718,8.56E-12,2.21E-10
PACSIN2,3907.76097,-0.506786315,0.076883712,9.02E-12,2.32E-10
TNFSF15,693.7438505,-0.806221815,0.124557784,9.16E-12,2.35E-10
STX6,4340.160545,0.397834974,0.059772096,9.19E-12,2.36E-10
CDCA8,417.2946813,-0.755492715,0.116687238,9.98E-12,2.56E-10
NT5DC2,1057.395396,-0.797951649,0.123673099,1.01E-11,2.60E-10
HIC2,1123.080903,0.668276899,0.102875295,1.12E-11,2.85E-10
E2F2,238.4686614,-0.951996463,0.14836406,1.19E-11,3.04E-10
RAC2,5516.310075,-0.697910254,0.107967758,1.20E-11,3.05E-10
CD82,5974.23697,0.758832358,0.11830297,1.20E-11,3.05E-10
PKMYT1,580.9259296,-0.929413733,0.144952995,1.24E-11,3.14E-10
ITGAX,9885.535761,-0.628095078,0.096781257,1.24E-11,3.15E-10
NFIL3,819.6502668,-0.575286487,0.088392431,1.26E-11,3.17E-10
FOLR3,129.3183424,1.375088764,0.216420937,1.37E-11,3.46E-10
ARID5B,801.9890296,-0.67348231,0.104394964,1.43E-11,3.60E-10
SETDB2,2158.168694,0.614040428,0.094752027,1.49E-11,3.75E-10
DCLK2,235.7197457,-0.881164415,0.13800833,1.54E-11,3.87E-10
CSF1,5108.215757,-0.842131094,0.132010566,1.65E-11,4.14E-10
PEPD,6588.250511,0.521810753,0.080158533,1.68E-11,4.20E-10
GTSE1,833.6350513,-0.549469201,0.084843151,1.71E-11,4.28E-10
JAK3,532.4956489,-0.802086426,0.125705021,1.74E-11,4.34E-10
TMEM140,1796.783278,0.569817792,0.088107795,1.75E-11,4.35E-10
SULT1C2,372.5669045,0.832843859,0.130827534,1.90E-11,4.72E-10
TBL2,2425.907595,-0.6911197,0.107931033,1.91E-11,4.73E-10
TIPARP,946.2606913,0.654009282,0.101908229,1.97E-11,4.88E-10
POR,3872.037031,0.73305281,0.114783416,2.01E-11,4.98E-10
MEF2C,2598.210065,-0.730761139,0.114523682,2.04E-11,5.03E-10
KCNAB1,317.4199401,0.939170323,0.148241235,2.08E-11,5.12E-10
DEF6,1247.271822,-0.686103721,0.107558365,2.29E-11,5.63E-10
TMPO,2205.708385,-0.651765625,0.101995367,2.30E-11,5.64E-10
CYP19A1,227.401712,-1.557332093,0.250183214,2.36E-11,5.79E-10
RNF145,3702.484238,-0.43232765,0.06666769,2.40E-11,5.88E-10
FCRLA,143.1988044,-1.248529151,0.199232701,2.42E-11,5.92E-10
VASH1,11387.06982,-0.47748504,0.074044082,2.46E-11,6.01E-10
PSMC4,3616.221527,-0.638941412,0.10038145,2.58E-11,6.28E-10
PARP15,325.6646386,0.879915811,0.139425477,2.58E-11,6.29E-10
LRP5,598.8263063,2.004206376,0.323840045,2.66E-11,6.46E-10
GPRIN3,11510.0558,0.694070755,0.109134325,2.70E-11,6.56E-10
HLA-DMA,976.3506994,-0.669445722,0.105423047,2.76E-11,6.68E-10
LFNG,1595.720806,0.691823385,0.108924504,2.76E-11,6.68E-10
ASF1B,436.3596418,-0.691527593,0.108981698,2.78E-11,6.70E-10
DNAAF9,2076.278428,0.511658653,0.079764226,2.96E-11,7.14E-10
IRS2,2771.901041,0.680144832,0.106959058,3.03E-11,7.30E-10
TMEM106A,1276.881654,-0.541315302,0.084735196,3.12E-11,7.50E-10
IQSEC1,4396.802997,0.640647042,0.100455024,3.14E-11,7.54E-10
CDT1,576.847713,-0.780348695,0.124361861,3.62E-11,8.67E-10
CCL5,494.3767975,-1.036416781,0.166725863,3.88E-11,9.27E-10
HSPA7,343.5360871,-1.059222992,0.170705127,4.17E-11,9.95E-10
MSRB1,759.531025,0.606878712,0.096093949,4.24E-11,1.01E-09
TMEM38B,1620.545163,0.681397377,0.108329726,4.34E-11,1.03E-09
TMEM236,508.2545043,-0.726603915,0.116204699,4.45E-11,1.06E-09
ASGR1,247.0143883,0.940719774,0.151473728,4.59E-11,1.09E-09
TDP2,2497.102168,0.511025405,0.080106598,4.63E-11,1.10E-09
ZFYVE26,4812.00147,0.521351047,0.082120191,4.67E-11,1.10E-09
SPAG5,775.7260918,-0.729765251,0.116842322,4.87E-11,1.15E-09
A2M,44717.74511,-0.416256577,0.065273546,5.22E-11,1.23E-09
C7orf50,2151.867788,0.556978466,0.088370652,5.27E-11,1.24E-09
MAP1S,3625.86817,-0.965598625,0.156769245,5.93E-11,1.39E-09
TNRC18,6020.506864,-0.460819505,0.072852243,6.04E-11,1.42E-09
FGL1,1655.031023,0.628197666,0.100544624,6.31E-11,1.48E-09
REEP1,678.1486119,0.744744172,0.120274169,6.78E-11,1.59E-09
SNX27,3688.92854,0.489550919,0.077836447,7.17E-11,1.68E-09
DIRAS1,1883.530924,-0.482921501,0.076796672,7.26E-11,1.69E-09
AMPD2,2163.787599,-0.774472965,0.12605597,7.45E-11,1.73E-09
LRRC25,2708.601476,-0.573347616,0.091982292,7.46E-11,1.73E-09
PLPP4,443.4979095,0.816091084,0.132517357,7.52E-11,1.75E-09
APOL6,7146.27222,0.642518896,0.103430165,7.55E-11,1.75E-09
ELMO1,1319.66884,-0.619433828,0.099857877,8.03E-11,1.86E-09
LYNX1,727.7349771,-1.142373766,0.187763265,8.06E-11,1.86E-09
AHDC1,700.6325903,-0.621952706,0.100306719,8.24E-11,1.90E-09
LRRC8C,1758.223247,-0.620618276,0.100065129,8.26E-11,1.90E-09
BCL3,381.0830546,-1.095184579,0.180170749,8.65E-11,1.99E-09
NSMAF,5272.512572,0.52628687,0.084300961,8.67E-11,1.99E-09
NCOR1,5921.000862,0.448619264,0.071417939,8.68E-11,1.99E-09
LPL,8180.262651,-0.594397816,0.095814399,8.71E-11,1.99E-09
SMARCA1,506.9111992,0.632555988,0.102169792,8.85E-11,2.02E-09
OR8A1,97.70115475,2.173620722,0.364194447,9.25E-11,2.11E-09
TCF7,122.6509015,1.856431667,0.308894047,9.31E-11,2.12E-09
ALK,102.389662,1.448641208,0.240834547,9.76E-11,2.22E-09
PLAUR,11412.57475,0.525126619,0.084478786,1.02E-10,2.33E-09
PTAFR,8219.757364,-0.437108225,0.069913991,1.06E-10,2.40E-09
SMPD2,935.2291562,0.591606881,0.095741609,1.07E-10,2.42E-09
ARHGEF6,1396.784269,-0.563975223,0.091506043,1.08E-10,2.45E-09
HLA-DRB1,2300.513875,-0.531203181,0.085671375,1.08E-10,2.45E-09
CYP2S1,838.3530267,-0.852527019,0.140007896,1.09E-10,2.46E-09
TACC3,2239.401391,-0.4761871,0.076561539,1.11E-10,2.49E-09
ADCY7,7091.845748,-0.65124046,0.106464528,1.16E-10,2.60E-09
SMURF2,1982.30981,-0.521462835,0.084353111,1.21E-10,2.72E-09
HDAC5,2616.963389,-0.5837636,0.094925942,1.23E-10,2.77E-09
GM2A,27598.27947,0.31600353,0.050108065,1.31E-10,2.94E-09
RNF19B,1580.690594,-0.579452935,0.094717821,1.46E-10,3.27E-09
GATM,1178.646844,-0.5226965,0.08500333,1.55E-10,3.45E-09
PRKCH,470.1748807,0.859885743,0.14253882,1.55E-10,3.45E-09
GDE1,3909.385749,0.463967326,0.075025552,1.59E-10,3.55E-09
ITGAM,9856.20362,-0.527745898,0.086738976,1.62E-10,3.61E-09
CD84,8268.072202,-0.779730612,0.129328242,1.67E-10,3.70E-09
TLCD4,30.87702377,3.206639637,0.532013078,1.69E-10,3.75E-09
PNRC1,1719.585395,-0.467389041,0.076022117,1.74E-10,3.86E-09
SEMA4A,203.3515668,-1.226580221,0.206591848,1.89E-10,4.17E-09
HSD17B14,2219.015729,0.804071218,0.134001071,2.09E-10,4.61E-09
TGFBR1,7112.616263,-0.649729772,0.10853359,2.09E-10,4.61E-09
TLR2,2978.144424,-0.620941751,0.102436124,2.12E-10,4.67E-09
SEC11A,4388.02478,0.461292358,0.075314343,2.21E-10,4.86E-09
HES2,612.8658738,0.838120234,0.140331114,2.22E-10,4.87E-09
ARHGAP45,4692.30292,-0.666636232,0.110964022,2.24E-10,4.91E-09
HPGDS,1820.980368,-0.698059797,0.116165373,2.27E-10,4.97E-09
OLFML3,273.7944296,-1.303453553,0.220904107,2.29E-10,5.00E-09
PHLDA3,5156.910176,0.52605348,0.08627985,2.32E-10,5.06E-09
REEP4,1498.495323,-0.57939804,0.095721066,2.37E-10,5.15E-09
NPAS2,475.672347,1.023443924,0.172731075,2.42E-10,5.27E-09
SLC25A18,116.3009871,1.126452644,0.190372161,2.43E-10,5.29E-09
SNX18,3070.875836,-0.641750182,0.106582738,2.46E-10,5.34E-09
TRPS1,678.0823931,-0.729714809,0.121993398,2.56E-10,5.53E-09
YARS2,915.2643204,0.575605867,0.09526286,2.58E-10,5.58E-09
TMEM181,1684.493495,0.523773148,0.086248491,2.63E-10,5.68E-09
C5AR2,390.7994894,-0.829101796,0.139377435,2.66E-10,5.72E-09
CHI3L2,121.3577066,1.314671919,0.223976487,2.89E-10,6.21E-09
TNFSF10,148.4855579,-1.444699878,0.247254181,3.01E-10,6.47E-09
MID1IP1,3426.213415,-0.64577481,0.108037389,3.06E-10,6.57E-09
ANKRD33B,104.9647534,-1.235511345,0.210737439,3.08E-10,6.61E-09
ELL2,5105.919012,0.669431256,0.112556589,3.15E-10,6.74E-09
SLC36A1,2409.412354,-0.519740278,0.086259025,3.34E-10,7.14E-09
FAM131B,195.8278692,-1.074992824,0.183476691,3.35E-10,7.16E-09
ESPL1,808.8962407,-0.806808709,0.136637549,3.39E-10,7.22E-09
LDLRAD4,1771.714959,-0.522621169,0.088165833,3.39E-10,7.22E-09
CKAP5,2708.578872,-0.557611911,0.092831804,3.60E-10,7.64E-09
NUSAP1,646.3075626,-0.89081701,0.15158175,3.61E-10,7.66E-09
DAG1,1397.767466,0.564270588,0.094313912,4.01E-10,8.50E-09
TXNIP,9330.886011,-0.459734759,0.07629545,4.13E-10,8.75E-09
HDAC7,2156.858949,-0.632097627,0.106575653,4.29E-10,9.07E-09
HSPA1A,1741.821043,-0.720298911,0.1222454,4.34E-10,9.17E-09
CMIP,3788.273222,-0.523924978,0.087944833,4.42E-10,9.32E-09
MME,504.7163868,0.775591422,0.13196599,4.45E-10,9.36E-09
CTSC,36545.69856,0.546470991,0.089990645,4.47E-10,9.40E-09
NCOA4,15541.53366,0.452026335,0.074769539,4.50E-10,9.44E-09
SLC22A5,489.3497783,0.781522517,0.133037315,4.51E-10,9.46E-09
SHMT2,6528.334597,-0.425007795,0.070474573,4.57E-10,9.57E-09
TMTC2,61.58904622,1.732417365,0.300695291,4.59E-10,9.58E-09
KCTD12,10541.9382,-0.42836317,0.070984916,4.71E-10,9.84E-09
MAFF,1623.144087,0.661831201,0.111969443,4.76E-10,9.92E-09
ACSF2,2841.899185,0.441588058,0.073392478,4.85E-10,1.01E-08
PLAAT3,957.1995494,0.589180394,0.099295088,4.86E-10,1.01E-08
LAMB1,199.7877193,1.290518713,0.224002874,5.18E-10,1.08E-08
ATP6V0D1,14694.6,0.477214722,0.079931395,5.22E-10,1.08E-08
